SubscriptionName,SubscriptionGuid,Date,ResourceGuid,ServiceName,ServiceType,ServiceRegion,ServiceResource,Quantity,Cost
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/25/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/26/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/27/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/28/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/29/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,9/30/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/1/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/2/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/3/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/4/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/5/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/6/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/7/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/8/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/9/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/10/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/11/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/12/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/13/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/14/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/15/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/16/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/17/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/18/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/19/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/20/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/21/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/22/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/23/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/24/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47,5.64
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/25/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/26/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.966706,5.756004
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/27/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/28/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/29/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/30/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,10/31/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/1/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/2/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.966706,5.756004
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/3/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/4/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/5/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/6/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/7/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/8/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/9/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/10/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/11/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/12/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/13/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/14/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/15/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/16/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/17/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/18/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/19/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/20/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/21/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/22/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/23/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/24/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/25/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/26/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/27/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/28/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/29/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,11/30/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/1/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/2/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/3/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/4/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/5/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/6/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/7/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/8/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/9/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/10/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/11/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/12/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/13/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/14/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/15/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/16/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/17/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.966706,5.756004
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/18/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/19/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/20/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/21/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/22/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/23/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/24/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/25/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/26/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/27/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/28/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/29/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/30/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,12/31/2023,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/1/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/2/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/3/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/4/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/5/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,48,5.76
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/6/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.983353,5.758002
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/7/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.916765,5.75001
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/8/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,47.966706,5.756004
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,1/9/2024,f052e8d7-f936-4165-af21-bf7c12c22216,Virtual Machines,Dv3/DSv3 Series,EU West,D2 v3/D2s v3,8,0.96
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/11/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.015298,0.000765
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/15/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,2.50E-05,0.000001
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/17/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.05483,0.002744
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/18/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.074992,0.003751
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/19/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.06645,0.003322
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/20/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.06364,0.003182
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/21/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.064205,0.003211
Microsoft Azure Workxflow Sponsorship,a066cfef-7751-4882-962b-7e03a621eb51,8/22/2022,beb1457b-1ab8-4e38-8021-bf7e39b1014b,Bandwidth,Inter-Region,Intercontinental,Inter Continent Data Transfer Out - NAM or EU To Any,0.066379,0.003319
